Review,Sentiments,Aspects,Aspects With Value,Extra Tag
3  the pictures come out hazy if your hands shake even for a moment during the entire process of taking a picture ,negative,picture,picture[-2],
the possibilities with auto  manual  and the very helpful  scene  mode  which offers 11 optimized situational settings like portrait  landscape  beach  snow  sunset etc  are endless ,positive,"mode, mode, mode","mode[+2], mode[+2], mode[+2]",
the movie mode is also working great ,positive,mode,mode[+2],
the 4300 comes with excellent easy to install software i use it on xp and win98 without problem  battery charger  usb and video cable ,positive,software,software[+3],
i experimented with online print ordering with the two major us brick and mortar retailers  and they both delivered great results ,positive,print,print[+2],
even at the  normal  setting  a 8x10 print  shows not a single sign of visible rendering or pixels  you could never tell that the picture has been taken by a  digital  ,positive,print,print[+3],
the battery life is ok  but can be somewhat short when working a lot with the monitor on ,positive,life,life[+1],
over all a fantastic very compact camera  which made us experience photography on a totally new level ,positive,camera,camera[+3],
focusing on a display rack about 20 feet away in a brightly lit room during day time  pictures produced by this camera were blurry and in a shade of orange ,negative,picture,picture[-2],
after nearly 800 pictures i have found that this nikon takes incredible pictures ,positive,picture,picture[+3],
the digital zoom takes as good of pictures  as the optical zoom does ,positive,"zoom, zoom","zoom[+2], zoom[+2]",
the inside pics  can be a bit challenging  but when you can instantly delete pics you dont like  that are not focused perfectly  or need lighting adjustments  make this camera very simple and effective ,negative,picture,picture[-2],
i love all of the features  and presets as well ,positive,feature,feature[+3],
sunset feature takes incredible pics in the morning  and the evening ,positive,feature,feature[+3],
the software you get with this camera is perfect ,positive,software,software[+3],
touchups  redeye  and so on are very easy to alter  and correct ,positive,"touchup, redeye","touchup[+2], redeye[+2]",
battery life is good  although i recommend two rechargebles  or a alkaline backup  for those emergency pics you have to have ,positive,life,life[+2],
all and all  i am extremely pleased with this camera ,positive,camera,camera[+3],
great camera  great investment ,positive,camera,camera[+3],
the nikon coolpix 4300 is wonderful  easy to use  high quality  and compact in size ,positive,"use, quality, size","use[+1], quality[+2], size[+1]",[u]
the auto setting does a great job most of the time but there are manual settings for those who want them ,positive,setting,setting[+2],
it has many great features and very few bad ones ,positive,camera,camera[+2],[p]
it takes excellent pics and is very easy to use  if you read the manual ,positive,"picture, use","picture[+2], use[+2]",
the only things i have found that i havent liked is that the lcd is hard to read in daylight but everyone elses is too ,negative,lcd,lcd[-1],
downloads are a snap and quick ,positive,download,download[+2],
controls easy yo use and easy to get to ,positive,control,control[+2],
i m extremely glad i bought this camera ,positive,camera,camera[+3],
really happy with this little camera ,positive,camera,camera[+3],
it is nt big and offensive  though you would nt know it by looking at the pics it takes ,positive,size,size[+2],[u]
settings for just about everything  beautiful pics and beautiful prints ,positive,"picture, print","picture[+2], print[+2]",
i expected the 12x digital zoom to be grainy  but onfull size high to fine quality  the zoomed images are quite impressive ,positive,image,image[+2],
still  at least from my perspective  a great camera for the money  and i m a happy camper ,positive,camera,camera[+2],
this is a wonderful camera ,positive,camera,camera[+2],
4 mp gives you room for the future gaining experience  cost offsets over time from wanting more in a camera  3x optical and the fact that it carries nikon s quality reputation behind it make the whole package prove itself worthwile at the price ,positive,"4mp, zoom","4mp[+2], zoom[+2]",
one neat thing  i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms  no problem for the camera  rooms looked like they had ample lighting ,positive,picture,picture[+2],
this little camera has created a marriage between myself and nikon never knew i could love a digital camera so much ,positive,camera,camera[+3],
the software that comes with it is amazing and the online service that comes free is really very neat clean clear and well focused on over 95  of all photos taken by a beginner ,positive,"software, service","software[+3], service[+2]",
just point and shoot and the photos were great ,positive,photo,photo[+2],
the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda wolla ,positive,card,card[+2],
if you have to buy a camera on a buget this has got to be the one ,positive,camera,camera[+2],
great camera  i have been using this for several months and got excellent results  simple friendly usage  in many scenes indoor  outdoor  snow  close up macro etc,positive,camera,camera[+2],
this is my first digital camera and i can say that i am quite impressed with the features that it has ,positive,"camera, feature","camera[+3], feature[+2]",
it is easy enough to use for a beginner like me but it has plenty of features for me to grow into ,positive,use,use[+2],[u]
i particularly like the way it aids me in taking my macro shots ,positive,macro,macro[+2],
my friends were impressed with the quality of the pictures i took ,positive,quality,quality[+2],
one downside though is that autofocus does not work well when battery is low ,negative,autofocus,autofocus[-2],
battery life is ok ,positive,life,life[+1],
great camera  and for the price you can t beat it ,positive,camera,camera[+2],
i found the controls very intuitive and learned how to manuver through the menus quickly ,positive,control,control[+3],
the quality is superb ,positive,quality,quality[+3],
the small size is perfect for my little hands  but may perhaps be uncomfortable or awkward for a bigger person ,positive,size,size[+2],
the 4300 is a very durable  compact package  and i find nikon to be a brand that i can trust ,positive,4300,4300[+3],
it comes with a rechargable battery that does not seem to last all that long  especially if you use the flash a lot ,negative,battery,battery[-2],
it does not have an autofocus assist light which is nice for taking shots in lowlight situations it allows the camera to focus in low light ,negative,light,light[-1],
it has a 3x optical zoom  which is average for these cameras ,negative,zoom,zoom[-1],
it really is an awesome camera that is hard to beat for generalto moderate snapping ,positive,camera,camera[+3],
they take excellent macro shots as well ,positive,macro,macro[+2],
the menus and features are easy to manipulate and access  and it takes silent movies ,positive,menu,menu[+2],
i compared this to a lot of other cameras  believe me  it s value for money ,positive,camera,camera[+2],
the picturers are amazing ,positive,picture,picture[+3],
recently bought this coolpix 4300 along with a 256mb ultra flash card  as expected  i happily found that qualities of the picture are excellent with 3m4m pixel  fine combos and many of the userfriendly functions are very similar to slr models  and with added convenience of a digital camera that you can see pictures immediately ,positive,"quality, function","quality[+2], function[+2]",
i particularly like the  txt  file which records all the control information for all the pictures you take,positive,file,file[+2],
the compact digital camera is especially useful if you have little children around and you can always take the camera with you and take many pictures of them ,positive,size,size[+2],[u]
a nikon will make you happier and leave you lots of good memories  as always ,positive,nikon,nikon[+3],
i highly recommend this camera to anyone looking for a good digital camera that takes great pictures yet does nt take weeks to figure out how to operate ,positive,"camera, picture","camera[+3], picture[+2]",
we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken ,positive,quality,quality[+2],
i am a picture fanatic so i consider myself picky and if your the same way this camera will not let you downnow buy it ,positive,camera,camera[+3],
i have it for a week now  and this camera has exceeded my expectations ,positive,camera,camera[+3],
the daylight pictures are brilliant and the indoor shots are very good provided that your subject is no more than about 8 feet away ,positive,"picture, shot","picture[+2], shot[+1]",
uploading the images to my windowsbased pc is very fast and simple ,positive,download,download[+2],[u]
the only drawbacks i ve encountered are  1 indoor shots from a distance  8ft lack contrast and color  but i ve found this to be a problem with all cameras with builtin flashes that i ve used even on a nikon slr ,negative,shot,shot[-1],
2 the battery life seems to be on the short side but adequate for most situations ,negative,life,life[-1],
3 the picture editing software it came with is adequate  but not very robust ,negative,software,software[-1],
in summary  i love this camera and would wholeheartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range ,positive,camera,camera[+3],
great camera ,positive,camera,camera[+2],
i am impressed with how easy this camera is to use ,positive,use,use[+2],
it takes great pictures ,positive,picture,picture[+2],
the manual is easy to understand  and it is mostly idiot proof ,positive,manual,manual[+2],
it is small  unlike my canon slr  so it easily fits in my pocket ,positive,size,size[+2],[u]
i got this camera about a month ago and i can t put it down ,positive,camera,camera[+3],
i selected the 4300 right away and have gotten high quality pictures every time ,positive,quality,quality[+2],
autofocus feels exactly like my film camera while scene and manual mode add a little fun challenge to it all ,positive,"autofocus, mode, mode","autofocus[+1], mode[+1], mode[+1]",
i have not been disappointed with my purchase ,positive,camera,camera[+2],[p]
picture quality in outdoor settings is indistinguishable from 35mm ,positive,quality,quality[+2],
on average  indoor shots with a flash are not quite as good as 35mm ,negative,shot,shot[-2],
i am extremely satisfied with this camera ,positive,camera,camera[+3],
the  scene  mode works well for the remainder of shots that are not going to be in a  regular  setting ,positive,mode,mode[+2],
however  its 3x optical setting is acceptable for 70  of the shots that i take ,positive,setting,setting[+1],
if you re looking for a small  compact  super resolution digital camera  you can end your search with the nikon 4300 ,positive,camera,camera[+2],
after a lengthy and extensive journey for a featureloaded  high performance  travel size camera  i initially gravitated to this little gem because of the superior picture quality 4 mega pixel ,positive,quality,quality[+3],
after using it for about a month  i can state unequivocably that this nikon definitely delivers a huge bang for the buck ,positive,nikon,nikon[+3],
its easy to use and the sheer fun of being able to use an array of nikon accessories like the telephoto and wideangle lenses is the proverbial icing on the cake ,positive,"use, accessory","use[+1], accessory[+2]",
yes  the picture quality and features which are too numerous to mention are unmatched for any camera in this price range ,positive,"quality, feature","quality[+3], feature[+3]",
the design and construction are excellent  as is the legendary quality of the nikon optics ,positive,"design, construction, optic","design[+2], construction[+2], optic[+2]",
there are so many functions in this little  yet powerful camera ,positive,camera,camera[+2],
seriously  i love it ,positive,camera,camera[+3],[p]
but this camera is great ,positive,camera,camera[+2],
the picture quality is amazing and you can connect it to your tv and could make silent movies that way if you wanted to ,positive,"quality, movie","quality[+3], movie[+1]",
it does have a lense cap  but it wo nt let you take pics with it on which is real good ,positive,cap,cap[+1],
the battery recharges ral fast and the recharger thingy that comes with is real nice ,positive,battery,battery[+2],
ooh  and i dropped it and it still works fine  this little camera has so many features i have nt even gotten to all of them yet ,positive,camera,camera[+2],
it s easy for beginners to use  but has features that more serious photographers will love  so it s an excellent camera to grow into ,positive,"use, feature, camera","use[+1], feature[+2], camera[+2]",
it s light weight enough to take with you everywhere  but powerful enough to get outstanding pix ,positive,"weight, picture","weight[+2], picture[+2]",[u]
i love the continuous shot mode  which allows you to take up to 16 pix in rapid succession  great for action shots ,positive,mode,mode[+3],
i m amazed at the photo quality  prints are indistinguishable from 35mm prints ,positive,"quality, print","quality[+3], print[+2]",
i only have one complaint  and that is the 8mb card included ,negative,card,card[-2],
8mb for a camera like this is a joke ,negative,8mb,8mb[-2],
1 it has all the features an amatuer photoenthusiast would want ,positive,feature,feature[+2],
2 it is easy enough for my grandmother to use ,positive,use,use[+2],
3 it is very compact but the controls are so well designed that they re still easy to use ,positive,"size, control","size[+2], control[+2]",[u]
6 the nikon coolpix line is a wellestablished line so you know support and parts are going to be available even when nikon releases a newer model ,positive,support,support[+1],
7 picture quality is excellent ,positive,quality,quality[+2],
8 battery life is excellent ,positive,life,life[+2],
9 3x builtin optical zoom is a lot for this price range ,positive,zoom,zoom[+2],
10 great price for all the features ,positive,price,price[+2],
1 no direct firewire to the camera ,negative,firewire,firewire[-1],
2 the camera is so small that when you attach some lenses i have the 19mm wideangle  wce 68  the optical viewfinder is partially obscured ,negative,viewfinder,viewfinder[-1],
this camera was affordable  very easy to learn  and produces spectacular images ,positive,"price, learn, image","price[+2], learn[+2], image[+3]",[u]
the automode is good enough for most shots but the 4300 also boasts 12 versatile scene modes as well as a manual mode though i admit i have nt played with it too much on manual ,positive,"mode, mode, mode","mode[+2], mode[+2], mode[+2]",
it s size also makes it ideal for travel ,positive,size,size[+2],
overall the nikon 4300 is a very dependable  robust  and useful little camera ,positive,camera,camera[+3],
awesome camera with huge print quality in a tiny package ,positive,"camera, quality","camera[+3], quality[+3]",
the same 4mp chip from the 4500 camera  plus a 3x zoom with the ability to expand upon that with extenders  great closeup mode  long lasting rechargable battery  etc etc,positive,"mode, battery","mode[+2], battery[+2]",
in my opinion it s the best camera for the money if you re looking for something that s easy to use  small good for travel  and provides excellent  sharp images ,positive,camera,camera[+3],
there is much which has been said in other reviews about the features of this phone  it is a great phone  mine worked without any problems right out of the box ,positive,"phone, work","phone[+3], work[+2]",
after several years of torture in the hands of att customer service i am delighted to drop them  and look forward to august 2004 when i will convert our other 3 familyphones from att to tmobile ,negative,service,service[-2],
i have had the phone for 1 week  the signal quality has been great in the detroit area  suburbs  and in my recent road trip between detroit and northern kentucky  cincinnati  i experienced perfect signal and reception along i75  far superior to at 38 t s which does not work along several long stretches on that same route ,positive,quality,quality[+3],
my favorite features  although there are many  are the speaker phone  the radio and the infrared ,positive,"phone, radio, infrared","phone[+2], radio[+2], infrared[+2]",
the speaker phone is very functional and i use it in the car  very audible even with freeway noise ,positive,phone,phone[+2],
the infrared is a blessing if you have a previous nokia and want to transfer your old phone book to this phone  saved me hours of reentering my numbers ,positive,infrared,infrared[+2],
the day finally arrived when i was sure i d leave sprint ,negative,sprint,sprint[-2],
after years with that carrier s expensive plans and horrible customer service  portability seemed heavensent ,negative,"plan, service","plan[-2], service[-3]",
here s the brief synopsis  the phone is tiny  cute  feels kind of  plasticlike   as if it might break   but seems pretty sturdy ,positive,"size, sturdy","size[+1], sturdy[+2]",[u]
it has lots of little cute features  my favorite being the games and the pim  personal information manager  ie organizer   and the radio ,positive,"game, pim, radio","game[+2], pim[+2], radio[+2]",
i spent hours setting up the stations  accepts about 1314  i believe   though the reception is unpredictable ,negative,reception,reception[-2],
the headset that comes with the phone has good sound volume but it hurts the ears like you cannot imagine ,negative,"volume, ear","volume[+1], ear[-2]",
the phone comes with okay ringtones  some decent backgrounds  screensavers  but the phone has very little memory  mine had 230kb as it arrived from amazon  so you do nt have too many options on what you can put on there  ,positive,"ringtone, background, screensaver, memory","ringtone[+1], background[+1], screensaver[+1], memory[-2]",
the colors on the screen are not as crisp as i d have liked them to be ,negative,color,color[-2],
the backlight on the phone goes off way too quickly  dangerous when you re driving at night   and there s no way to change this ,negative,backlight,backlight[-1],
the buttons on the phone are small  even for my small fingertips  but you get used to them rather quickly ,negative,button,button[-1],
the menu options are uncreative  as you can t see a full screen of menu items to pick from  you have to scroll up and down to find what you re looking for  yes  this is minor  but not when you re trying to keep your eye on the road   ,negative,options,options[-1],
the volume ,negative,volume,volume[-2],
i have excellent hearing but the volume level on this phone is especially quiet ,negative,volume,volume[-2],
on the upside  the phone has amazing battery life ,positive,life,life[+3],
i do like this phone overall  would give it a 35   but unforutnately  i am returning it ,positive,phone,phone[+2],
i assumed they had exceptional service  but their reception in my area  los angeles  is horrendous ,negative,reception,reception[-3],
also  their tzones  although cheap   499  mo  never works ,negative,zone,zone[-3],
since i received the phone  i spent countless hours on the phone with customer service reps who promised tzones would work  in 24 hours  ,negative,service,service[-2],
i must have heard this about a dozen times over the span of 2 weeks  when tzones never worked ,negative,zone,zone[-2],
apparently  tmobile is heavily backlogged and can t keep up with demands ,negative,mobile,mobile[-2],
in all fairness  customer reps are very nice  and they  most of them  try hard to answer your questions ,positive,rep,rep[+2],
tmobile is trying very hard  and again  they do have pretty good csr s ,positive,csr,csr[+1],
however  the calls constantly drop in my area and i experince megastatic  to the point where i d have to dial numbers 67 times to get a clear line ,negative,call,call[-2],
i m staying with sprint  and though i fear that their csr is nt nearly as good as tmobile s  the clarity of their reception is exceptional ,positive,sprint,sprint[+1],
while i like the performance of the phone in every regard  i would buy another one solely upon the apparent indestructibility of it ,positive,performance,performance[+3],
i highly recommend a nokia 6610 ,positive,nokia,nokia[+3],
no other color phone has the combination of features that the 6610 offers ,positive,feature,feature[+2],
from the speakerphone that can be used up to 15 feet away with clarity  to the downloadable polygraphic megatones that adds a personal touch to this nifty phone ,positive,speakerphone,speakerphone[+2],
whether you re taking a brisk jog  waiting for a bus or just having lunch at the park  you ll be glad you had the fm radio ,positive,radio,radio[+2],
i treat the battery well and it has lasted ,positive,battery,battery[+2],
the volume level of the phone is not all that good ,negative,volume,volume[-2],
some of the higher pitched rings are very easy to hear  but not easy to listen to ,negative,ring,ring[-1],
the more subtle tones that were included with the phone are hard to hear at times ,negative,tone,tone[-2],
the vibration is not top ,negative,vibration,vibration[-1],
overall this has been my favorite phone that i have owned ,positive,phone,phone[+2],
great battery life  perfect size  but a tid bit quieter than i would like ,positive,"life, size, volume","life[+2], size[+2], volume[-1]",[u]
i am bored with the silver look ,negative,look,look[-1],[u]
it has a nice color screen ,positive,screen,screen[+2],
it is small ,positive,size,size[+1],[u]
radio is awsome  but it does nt work unless you have the earpice in ,positive,"radio, radio","radio[+2], radio[-1]",
tmobile was a pretty good server ,positive,mobile,mobile[+2],
they are not wowable good ,negative,game,game[-2],[p]
it also does nt have voice activated dialing  big minus  ,negative,dialing,dialing[-2],
this is a very nice phone  but there is no warranty on it ,neutral,"phone, warranty","phone[+2], warranty[-2]",
we got two phones for the tmobile family plan  indeed very easy to switch to the family plan  and one came with a broken headphone  can hear but cannot be heard  and one died today after less than two weeks of use ,negative,phone,phone[-2],
when i got it home  i discovered that the menu options for sending messages via either text or email simply were nt there ,negative,message,message[-2],
while i had the phone  the positive features were  good sound quality and an excellent fm phone and earpiece ,positive,"quality, fm, earpiece","quality[+2], fm[+1], earpiece[+1]",
negative  impossibly tiny and difficult to operate  barely visible  power button ,negative,"size, operate, button","size[-2], operate[-2], button[-2]","[u], [u]"
poor visibility on the keys ,negative,key,key[-2],
the two biggest things is the excellent working speakerphone  unlike the nokia 3650  and the superb reception nokia is known for in the gsm phones they make ,positive,"speakerphone, reception","speakerphone[+3], reception[+2]",
only con i can think of is no camera  ,negative,camera,camera[-1],
this phone is a winner ,positive,phone,phone[+2],
anything this phone does  it does perfectly ,positive,phone,phone[+3],
the speakerphone  the radio  all features work perfectly ,positive,"speakerphone, radio","speakerphone[+3], radio[+3]",
this phone has a very cool and useful feature  the speakerphone ,positive,speakerphone,speakerphone[+3],
as said before this works perfectly ,positive,speakerphone,speakerphone[+3],[p]
you can adjust the volume to be heard anywhere or so that it does nt make that big of a disturbance ,positive,volume,volume[+1],
the person on the other end of the call can hear you perfectly ,positive,speakerphone,speakerphone[+1],[u]
you can be up to about 3 feet away from it and it will still work perfectly ,positive,speakerphone,speakerphone[+3],[u]
only one complaint about the speakerphone  you can only activate the speakerphone feature once the person you are calling answers the phone  not while it is ringing ,negative,speakerphone,speakerphone[-1],
this phone is one of the few phones that have an fm radio tuner built in ,positive,radio,radio[+2],
this radio receives fairly decent reception but not nearly as good as a normal radio  but as long as the stations are coming in clearly the phone s radio should work perfectly ,positive,radio,radio[+2],
i bought this phone for my trip to south africa and it worked almost perfectly ,positive,phone,phone[+2],
the only problem i had was a small glitch with tmobile ,negative,mobile,mobile[-1],
anywhere i went in south africa this phone received full bar reception ,positive,reception,reception[+3],
another benefit of this phone is that it is truly an international phone  the 6610 is sold in almost everywhere in the world ,positive,phone,phone[+2],
this means that there is a good chance that this phone will not break easily like typical american phones ,positive,phone,phone[+2],
when you put this phone in your pocket you forget it is there  it is unbelievably small and oh  so light ,positive,"size, weight","size[+2], weight[+2]",
this is a benefit for many reasons  one being just for appearance  your pants wo nt be bulging with this phone in your pocket ,positive,size,size[+2],
the battery life on this phone is surreal ,positive,life,life[+3],
i ve used the speakerphone for almost two hours once and the battery did not even go down one single bar ,positive,battery,battery[+2],
it is amazing that the battery lasts so long when the phone is so small and light ,positive,battery,battery[+2],
this phone has many other features  ir   just to name one  the features above i view as the most beneficial ,positive,phone,phone[+2],
the phone has a few minor inconveniences  but only because it lacks those features  bluetooth and high spend internet  but there are very few problems with things that you expected this phone to do ,negative,"bluetooth, internet","bluetooth[-1], internet[-1]",
overall  i highly recommend this phone ,positive,phone,phone[+3],
it is a perfect phone in such a small and appealing package ,positive,phone,phone[+3],
size  extremely small and convenient will fit in your pocket and not bother you ,positive,size,size[+3],
sound  excellent polyphonic ringing tones are very nice  check cons  it also doubles as a radio  which is a nice feature when you are bored ,positive,"tone, radio","tone[+3], radio[+2]",
speakerphone  loud and clear has some nice extra features like currency converter and a stopwatch ,positive,speakerphone,speakerphone[+2],
surfing the web on it is nice as well  i just wish there were more wap pages available ,positive,web,web[+2],
ring tones only come with crazy songs and annoying rings  there is only one ring that sounds close to a regular ring ,negative,tone,tone[-2],
the screen is easily scratched but if you have the warranty you should be able to swap it out ,negative,screen,screen[-2],
games kind of stink and you cant download them you have to get the link cable to get additional games ,negative,game,game[-2],
nice little phone  light compact  ,positive,"phone, size","phone[+2], size[+2]",
buttons do seem a little sticky tho  and the hands free kits  connector might be a problem ,negative,button,button[-2],
although the nokia 6610 is a little short on the features department  it is an outstanding piece of hardware for doing what it was primarily meant to do  to be a wireless telephone ,positive,telephone,telephone[+2],
the reception and sound quality are topnotch ,positive,"reception, quality","reception[+3], quality[+3]",
i like the size and weight of this little critter ,positive,"size, weight","size[+2], weight[+2]",
i am able to carry it close to my body  in places where other phones are not so easily concealed ,positive,size,size[+2],[u]
the keys are close together  and the layout is a bit funky in relation to standard rectangular layout keypads  but it s not too weird ,negative,layout,layout[-1],
the fact that the  0  key is the space key for text input is a bit confusing  as many phones use the    key instead ,negative,key,key[-1],
the screen is bright  easy to see in the daylight  with nice colors ,positive,screen,screen[+2],
it receives very nice mms pictures from other gsm phones ,positive,picture,picture[+2],
there are some features in the user interface that i find a little inconvenient ,negative,interface,interface[-1],
the menu options appear one at a time  taking up the whole screen  and one has to scroll down one by one  or have memorized where they are in the menu order  to select them by using the number keypad ,negative,option,option[-1],
the vibrate setting is loud ,negative,setting,setting[-2],
so loud  really  that it does nt work terribly well as a silent ringer option ,negative,setting,setting[-2],[p]
but  then again  the ringer can be so loud that i heard it ringing inside my office  when i was already out on the street  ,positive,ringer,ringer[+1],
other things that i miss are voiceactivated dialing and a standard 25 mm headset jack ,negative,"dialing, jack","dialing[-1], jack[-1]",
 light  compact design,positive,"weight, design","weight[+1], design[+1]",
 solid  highquality construction,positive,construction,construction[+2],
 wellbacklit keypad,positive,keypad,keypad[+1],
 outstanding signal reception,positive,reception,reception[+3],
 excellent sound quality,positive,quality,quality[+2],
 bright  visible screen,positive,screen,screen[+1],
 speakerphone,positive,speakerphone,speakerphone[+1],
 very longlasting battery life,positive,life,life[+2],
 some features in the user interface,negative,interface,interface[-1],
 no voice activated dialing  what were they thinking,negative,dialing,dialing[-1],
 no option for callerid pictures or individualized ringtones ,negative,"picture, ringtone","picture[-1], ringtone[-1]",
 no propietary headset jack,negative,jack,jack[-1],
one of the best cell phones i have ever used todate ,positive,phone,phone[+3],
i like the speakphone function a lot ,positive,speakerphone,speakerphone[+2],
i am very pleased with its quality and durability ,positive,"quality, durability","quality[+3], durability[+3]",
i like the automatic key lock function ,positive,lock,lock[+2],
the phone is very light weight ,positive,weight,weight[+2],
the screen is bright and ring tones are unlimited ,positive,"screen, tone","screen[+1], tone[+1]",
the fm radio is cool ,positive,radio,radio[+2],
while going for a cellphone  i was fully determined to buy a nokia only as it is the best in cellphones ,positive,nokia,nokia[+3],
and really this is the best phone one could have ,positive,phone,phone[+3],
it has all the features one would need in a cellphone ,positive,feature,feature[+2],
it is lightweight  sleek and attractive ,positive,"weight, phone","weight[+1], phone[+2]",
this phone is very userfriendly  easy to manipulate 38 very convenient to scroll in menu etc ,positive,"phone, menu","phone[+2], menu[+2]",
it has fm radio option and i can listen to music anytime ,positive,radio,radio[+1],
its speakerphone option allows us to do long talks conveniently  lying on bed 38 phone lying by your pillowside ,positive,speakerphone,speakerphone[+2],
it comes equipped with lot of wallpapers and polyphonic sweet tunes ,positive,"wallpaper, tune","wallpaper[+1], tune[+2]",
only if we could get one camera in it  ,negative,camera,camera[-1],
i am enjoying my phone a lot ,positive,phone,phone[+2],
small size ,positive,size,size[+1],
i love the fact i can carry it in my shirt or pants pocket and forget about it ,positive,size,size[+2],[u]
color screen is good ,positive,screen,screen[+2],
it has lots of features such as the calendar which works like my outlook calendar ,positive,calendar,calendar[+1],
the keys are laid out normal so there is no guessing ,positive,key,key[+1],
navigating through the menus is super easy  especially if you have owned a previous model nokia phone ,positive,menu,menu[+3],
battery life is very good  i use it every day and i have to charge it every 5 or 6 days or so ,positive,life,life[+3],
the volume key can be hard to press  but i think this may be by design rather than a flaw  perhaps to keep you from pressing it accidentally when you are in a call ,negative,key,key[-2],
pc cable is too expensive   50 for a usb cable ,negative,cable,cable[-2],
nokias have always had good sound quality and this is no exception ,positive,quality,quality[+2],
the loud speaker function on the 6610 is great because you do nt need to put your phone right next to your ear to talk ,positive,phone,phone[+2],
i like my phones to be small so i can fit it in my pockets ,positive,size,size[+2],[u]
the 6610 has the radio function which is utterly useless ,negative,radio,radio[-2],
it also has a stock tracking app built in  also useless  and a somewhat useful application which converts all types of metrics  currency  length  area  etc  ,negative,application,application[-2],
regarding pc software support nokia suite does not work with some versions of xp as i tried to connect my phone via infrared port on my laptop ,negative,software,software[-1],
overall this is a slightly better than average phone ,positive,phone,phone[+1],
this is the best phone i have seen ,positive,phone,phone[+3],
the phones are awesome ,positive,phone,phone[+3],
we hardly ever have to charge them  get great reception  live in chicago   and the customization and applications are awesome ,positive,"life, reception, application","life[+2], reception[+2], application[+2]",[u]
you can do  so  much more with the pc suite  ie free ringtones from midi files  free graphics from any picture on your computer  and if you know how to program jme you can even make your own apps  games ,positive,suite,suite[+2],
the phone s sound quality is great  turn up the volume if its too quiet  people  this thing will get loud  i dont have any complaints about this phone and the only thing that i miss from my 8290 is voice dialing ,positive,quality,quality[+2],
i bought this slick phone and i am very happy with it ,positive,phone,phone[+3],
nice and small and excellent when it comes to downloading games  graphics and ringtones from wwwcrazycellphonecom,positive,"size, game, ringtone","size[+1], game[+1], ringtone[+1]",[u]
i just purchased this phone and i think this is the coolest phone i ever had ,positive,phone,phone[+3],
the features are really cool like the radio ,positive,radio,radio[+3],
the first night i got this phone i put it next to me when i went to bed just to listen to my favorite music station and the handset itself doesnt weight anything its too light and feel so comfy with it ,positive,radio,radio[+3],
technology wise  i think this is awesome plus the speaker makes it even great     i love this phone   ,positive,speaker,speaker[+2],
i thought this was the ultimate phone when it comes to basic features  but i was dissapointed when i saw that it was only a gsm comaptible phone ,positive,"phone, gsm","phone[+2], gsm[-1]",
for a specific location  i still think its a great phone ,positive,phone,phone[+2],
this really is a great little phone  its got nice features  a beatiful screen  great ergonomics  and its tiny ,positive,"phone, screen, ergonomics, size","phone[+2], screen[+2], ergonomics[+2], size[+1]",[u]
this phone won me over  and a big seller was the size  it fits nicely into any pocket without falling out ,positive,size,size[+2],
its quiet ,negative,volume,volume[-2],[u]
nokia was my first nonflip phone  and i m glad i decided to go with them ,positive,nokia,nokia[+2],
first of all  my calls were loud and clear  unlike with sprint ,positive,volume,volume[+2],[u]
i could make phone calls from locations i previously could not  like my apartment  ,positive,reception,reception[+2],[u]
the phone is small  light  and very attractive ,positive,"size, weight, design","size[+1], weight[+1], design[+3]",[u]
the battery life is amazing ,positive,life,life[+3],
the color screen is a plus  as are the polyphonic ringtones ,positive,"screen, ringtone","screen[+1], ringtone[+1]",
i m not one who uses web browsing  so this phone easily met and surpassed my needs ,positive,phone,phone[+2],
i highly recommend this phone to anyone ,positive,phone,phone[+3],[p]
i do here a constant highpitched distorted sound  not to mention the volume does not seem to be loud enough ,negative,"sound, volume","sound[-2], volume[-2]",
it is a great phone  if you are traveling all over the world  packed with wonderful features ,positive,"phone, feature","phone[+2], feature[+2]",
this is a very light phone  a little less than 3 oz  with long battery life  not as long as the new polymer technology  ,positive,"weight, life","weight[+2], life[+2]",[u]
the handsfree speakerphone is quite powerful  like the motorola phone  i used to own  ,positive,speakerphone,speakerphone[+2],
i simply love this feature ,positive,speakerphone,speakerphone[+2],[p]
in addition it comes with a sleek and powerful headset ,positive,headset,headset[+3],
the built in fm radio is excellent for people traveling by public transport ,positive,radio,radio[+2],
the pc sync feature is superb that comes with nokia pc suite software  with data cable or infrared port or bluetooth  ,positive,sync,sync[+2],
additionally  it has more fun stuff like more tones  wallpapers  screensaver  stop clock  alarm  java applications  chess  currency converter etc ,positive,"tone, wallpaper, application","tone[+1], wallpaper[+1], application[+1]",
the mobile text messaging  chat  picture sharing etc other nicities  that you would enjoy ,positive,"message, sharing","message[+1], sharing[+1]",
the mms technology is very well integrated with this phone  which you will enjoy ,positive,mms,mms[+2],
i can recommend this phone to anyone  anytime ,positive,phone,phone[+2],
not only is it the perfect size  not too small  not too large   it also has all the features a hightech phone user would want ,positive,"size, feature","size[+2], feature[+2]",
in true nokia style  the phone is simple to use and despite its delicate appearance  this little guy is as durable as other nokias i have owned ,positive,use,use[+1],
